pbar	Ht	Hs	WrightsFst	WCFst	WCFstSimple	avgp
0.4	0.473619	0.376114	0.205871	0.103867	0.203134	0.38515
0.4	0.491744	0.378464	0.230363	0.11621	0.235999	0.43575
0.4	0.482064	0.37936	0.21305	0.107485	0.213966	0.4053
0.45	0.493728	0.385507	0.219192	0.11058	0.218628	0.444
0.45	0.499088	0.403077	0.192372	0.0970635	0.193961	0.47865
0.45	0.484318	0.374761	0.226207	0.114116	0.221326	0.41145
0.45	0.492955	0.38809	0.212727	0.107322	0.211848	0.44065
0.45	0.492667	0.392611	0.20309	0.102466	0.202133	0.43945
0.45	0.498891	0.39863	0.200968	0.101396	0.202548	0.47645
0.45	0.493661	0.40383	0.181968	0.0918188	0.181476	0.4437
0.45	0.491821	0.391716	0.20354	0.102693	0.202233	0.43605
0.45	0.49595	0.399753	0.193965	0.0978663	0.194337	0.455
0.45	0.491731	0.399075	0.188428	0.0950753	0.187184	0.4357
0.45	0.495344	0.406387	0.179587	0.0906184	0.179712	0.45175
0.45	0.496555	0.379967	0.234795	0.118443	0.235532	0.4585
0.45	0.496048	0.404162	0.185238	0.093467	0.18563	0.45555
0.45	0.497681	0.369326	0.257905	0.130086	0.259302	0.46595
0.45	0.493479	0.389585	0.210534	0.106217	0.209887	0.4429
